Epochs	Training_Accuracy		Training_Time		Validation_Accuracy		Validation_Time
1		0.52425				23.348551988601685				0.54125				0.722235918045044
2		0.575625				21.893479108810425				0.58375				0.4999721050262451
3		0.614625				22.389942169189453				0.6125				0.502269983291626
4		0.647625				22.400736093521118				0.56875				0.5019879341125488
5		0.65575				22.95341205596924				0.6125				0.5052511692047119
6		0.696625				22.78691792488098				0.595				0.5055398941040039
7		0.706				22.69821810722351				0.49625				0.49801087379455566
8		0.72825				22.666656017303467				0.5375				0.5003271102905273
9		0.7125				22.531574964523315				0.60375				0.49996495246887207
10		0.7225				22.636297941207886				0.6025				0.5047159194946289
11		0.73525				22.7171630859375				0.61				0.5067698955535889
12		0.758375				22.95897603034973				0.58625				0.5020489692687988
13		0.768875				22.649983167648315				0.56125				0.5110349655151367
14		0.75075				22.707211017608643				0.58				0.49620604515075684
15		0.80775				22.747406005859375				0.60375				0.49957990646362305
16		0.835375				22.738690853118896				0.57125				0.512761116027832
17		0.83625				22.531570196151733				0.54625				0.5093057155609131
18		0.852125				22.66462278366089				0.6075				0.5057189464569092
19		0.842625				22.767817974090576				0.59125				0.5004301071166992
20		0.875375				22.723582983016968				0.58875				0.49880218505859375
Epochs	Training_Accuracy		Training_Time		Validation_Accuracy		Validation_Time
1		0.516875				23.526293992996216				0.52				0.7000579833984375
2		0.563				22.761319875717163				0.5775				0.501694917678833
3		0.591625				22.288790941238403				0.59				0.49425601959228516
4		0.591125				22.315367937088013				0.49375				0.49425697326660156
5		0.587375				22.771279096603394				0.535				0.5122077465057373
6		0.600625				22.352794885635376				0.585				0.49870800971984863
7		0.608875				22.268711805343628				0.5125				0.6738080978393555
8		0.600875				22.462949752807617				0.59375				0.5274651050567627
9		0.614625				22.231054067611694				0.58375				0.5011720657348633
10		0.605				22.3962881565094				0.58				0.5014951229095459
11		0.586625				22.48322105407715				0.54875				0.5127370357513428
12		0.59875				22.352658987045288				0.55				0.5293660163879395
13		0.601625				22.558812856674194				0.53625				0.5069687366485596
14		0.597				22.409348964691162				0.57375				0.5086042881011963
15		0.592375				22.342344999313354				0.595				0.5075931549072266
16		0.623375				22.47724223136902				0.59				0.5000231266021729
17		0.600375				22.508100032806396				0.585				0.49918580055236816
18		0.610125				22.420589685440063				0.57125				0.49831295013427734
19		0.600375				22.283688068389893				0.6075				0.500582218170166
